TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,N_exp,phi,chi_4,temp,damp,N_heat,N_isothermal
10000.0,0.37396433333333334,0.0,0.0,0.0,14.462166666666667,12.901766666666667,1.1401633333333334,2.68517e192,2.68517e192,-4.1316700000000004e-5,0.23142699999999997,0.3711626666666667,0.6025896666666667,3,0.01,0.5,0.05,1.0,500000,500000000
20000.0,0.0015033533333333332,0.0,0.0,0.0,0.030056633333333332,0.051865633333333334,0.003413426666666667,515.236,515.2393333333333,2.97487e-5,0.0005797336666666667,0.0006726273333333333,0.0012523633333333334,3,0.01,0.5,0.05,1.0,500000,500000000
30000.0,0.0024555433333333337,0.0,0.0,0.0,0.04707826666666667,0.08471623333333334,0.005491436666666666,515.186,515.1916666666667,4.0521633333333335e-5,0.000920765,0.0010408266666666667,0.0019615933333333333,3,0.01,0.5,0.05,1.0,500000,500000000
40000.0,0.0033481800000000005,0.0,0.0,0.0,0.06447689999999999,0.11551233333333333,0.0074995466666666665,515.138,515.145,4.1709666666666665e-5,0.0012354266666666667,0.00145111,0.0026865366666666665,3,0.01,0.5,0.05,1.0,500000,500000000
50000.0,0.00443959,0.0,0.0,0.0,0.08770843333333334,0.153166,0.010036419999999999,515.0769999999999,515.0866666666666,5.68757e-5,0.0016594000000000001,0.0019951166666666667,0.0036545166666666663,3,0.01,0.5,0.05,1.0,500000,500000000
60000.0,0.005691206666666667,3.679166666666667e-5,0.0,0.0,0.11131733333333334,0.19634666666666667,0.012819333333333334,515.0099999999999,515.0226666666667,0.00010053383333333335,0.00206839,0.0025682933333333337,0.004636683333333333,3,0.01,0.5,0.05,1.0,500000,500000000
70000.0,0.006524993333333333,0.0,0.0,0.0,0.125362,0.22511233333333333,0.0146031,514.9676666666667,514.982,0.0001147885,0.0024615066666666668,0.00276191,0.0052234199999999995,3,0.01,0.5,0.05,1.0,500000,500000000
80000.0,0.007297926666666667,0.0,0.0,0.0,0.14576366666666665,0.25177866666666665,0.016564266666666667,514.9213333333333,514.938,8.398373333333333e-5,0.0029592733333333333,0.003114216666666667,0.006073486666666667,3,0.01,0.5,0.05,1.0,500000,500000000
90000.0,0.0079588,0.0,0.0,0.0,0.15489166666666668,0.2745786666666667,0.017894566666666667,514.8896666666666,514.9073333333334,0.00011168110000000001,0.003078263333333333,0.0033755466666666664,0.006453806666666666,3,0.01,0.5,0.05,1.0,500000,500000000
100000.0,0.009507013333333333,0.0,0.0,0.0,0.187733,0.327992,0.021488533333333334,514.804,514.8253333333333,9.330776666666665e-5,0.00355164,0.004270573333333334,0.007822213333333335,3,0.01,0.5,0.05,1.0,500000,500000000
110000.0,0.010457126666666669,0.0,0.0,0.0,0.20757666666666666,0.36077066666666663,0.02368116666666667,514.7516666666667,514.7753333333334,0.00018406633333333333,0.0039461,0.0047029333333333334,0.008649036666666667,3,0.01,0.5,0.05,1.0,500000,500000000
120000.0,0.011639933333333333,0.0014392336666666668,-0.28285145666666667,0.0,-0.05236866666666668,0.4015773333333334,0.014550359999999998,514.9706666666667,514.9853333333334,0.00013609566666666667,0.004454576666666667,0.005088893333333334,0.00954347,3,0.01,0.5,0.05,1.0,500000,500000000
130000.0,0.012926933333333333,0.0012263940333333333,-0.6585113333333333,0.0,-0.41143766666666665,0.44597833333333337,0.0014392000000000005,515.2853333333333,515.2870000000001,0.00022924900000000003,0.004579753333333333,0.005663893333333334,0.010243666666666665,3,0.01,0.5,0.05,1.0,500000,500000000
140000.0,0.013140833333333332,0.0013071055333333333,-0.6624180000000001,0.0,-0.40460199999999996,0.45335833333333336,0.0020315,515.2716666666666,515.2733333333334,0.00020671133333333334,0.004846266666666667,0.005841606666666666,0.010687866666666665,3,0.01,0.5,0.05,1.0,500000,500000000
150000.0,0.014147266666666667,0.0019526766666666667,-0.6629236666666667,0.0,-0.38838766666666663,0.4880813333333333,0.004153906666666667,515.2200000000001,515.2243333333332,0.0002013767,0.00533494,0.0060227100000000006,0.011357633333333332,3,0.01,0.5,0.05,1.0,500000,500000000
