timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
1.43e8,0.13156609811420594,64.11686604736626,0.5844438481249571,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.2015338053287105,109.70577627443474,1.0,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.33048440919936184,33.92874241553204,0.3092703371484972,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.45644716061900015,15.156301341038763,0.13815408682879635,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.5853256621140802,6.023793337068112,0.05490862506637096,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.7222179895892465,3.8354270827518278,0.03496103134220851,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.8531013822023843,2.808450262385344,0.025599839477548188,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,0.9815345849063054,2.474115569937102,0.02255228169342672,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.1143810157664553,2.2410350558410412,0.02042768514061625,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.2472300444008935,1.7528936012574798,0.01597813406718462,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.3786510877257763,1.4916427123641187,0.013596756369807698,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.5082222929364104,1.318113399460158,0.012014986304484353,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.6407675420683419,1.3129688446994887,0.011968092194298214,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.7753971768840855,1.1380119367993144,0.010373309186131805,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,1.9070907742142216,1.0610081092605372,0.009671396942731347,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.036771444186369,1.009401270296915,0.009200985623326205,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.167234915344434,1.0007606333982695,0.009122223709486494,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.298744537202867,0.9635216307930342,0.008782779389689879,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.4310222213596684,0.9114947255693956,0.008308539044373049,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.5630010628278725,0.9503609383085492,0.008662815856944228,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.695183344485053,0.9332338867458955,0.008506697809706592,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.826348944355321,0.9127761755855068,0.00832021983329437,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,2.9569804629182466,0.8905305811028582,0.008117444781349976,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.0891826382207888,0.860325473737894,0.007842116458715399,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.2204573881590615,0.8512423153620172,0.007759320833139998,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.3520480799616283,0.7643150942853758,0.006966953976729554,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.484943918655699,0.7392037137625557,0.00673805645304764,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.6171596766995324,0.6935871718070721,0.006322248429946181,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.747916414398213,0.6732820066475967,0.006137160954618712,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,3.8793076180734904,0.6584199706912554,0.006001689182201157,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.010395561986795,0.665995085639209,0.006070738554123052,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.142031264656112,0.6827493732933262,0.006223458750115335,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.27378467774404,0.6864471807381156,0.006257165338504438,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.40567052248233,0.6861193882853446,0.006254177415134286,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.537494701207758,0.7019060004342356,0.006398076967965488,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.6689632552293565,0.7327501378171785,0.006679230234734091,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.800852114144265,0.7664625971726985,0.0069865290890003115,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,4.931920090645265,0.791440019436811,0.007214205544263981,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.063763700458891,0.7898507725680679,0.007199719097672805,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.195341388056147,0.8209937418367587,0.00748359630383545,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.326102653513176,0.8515154570307363,0.007761810598747561,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.4578382274631325,0.8739393255601687,0.007966210670384062,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.589571567639883,0.922170283705176,0.008405849856057886,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.721699139035791,0.9616393077185651,0.00876562146839902,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.854263827008047,1.017565925669156,0.009275408827368046,0.01,0.5,0.05,1.0,500000,500000000
1.43e8,5.920474415139295,0.925063597847274,0.008432223254436294,0.01,0.5,0.05,1.0,500000,500000000
