timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
8.91e7,0.09731560440562248,38.82752183772063,0.5974380734481066,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.14312573712117277,48.461940726553195,0.8245419190577701,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.23841581153825495,36.964891220420284,0.6352531759987906,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.33485311057702105,19.140387262878818,0.3410934359254886,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.4343952690516561,10.042431881062914,0.17720351538928295,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.5358233857687565,6.696936085020478,0.11763799783022777,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.6339063392655175,5.093981111401575,0.08956267751492379,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.7277837832062057,4.008533287349863,0.07064341366019988,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.8259376414919914,3.462923843260716,0.060740545064630946,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,0.9243210918481215,2.8940574739315905,0.050726430639966805,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.022182801803496,2.580508737966176,0.04527768857091409,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.1173471327217428,2.287494359520295,0.040293010577783825,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.213688464411393,2.0692389229714996,0.036201058401559225,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.313273450527723,1.9246916547825506,0.03396051173342872,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.4107318949698813,1.7899842132256674,0.03149095958017421,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.506640864861161,1.665211354766449,0.029279769422991698,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.6034451523315203,1.6004533685354627,0.028187111508720154,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.7014414145142422,1.52356757476194,0.026814549627259942,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.7987265555996903,1.4327750325964408,0.02526227735368699,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.8957888248253194,1.3633061789682848,0.02405561010190801,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,1.9943789369970213,1.2954621888528242,0.022740870821489966,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.0914301624586282,1.2364958830793733,0.021804297671343,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.187082507395002,1.1925961134017595,0.020876186372472967,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.2849417235593523,1.148941096559928,0.020191888159766563,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.382710404909207,1.0935183378805369,0.019185394067836297,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.4799731415277058,1.060225331884022,0.01859658405797358,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.5776972027758394,1.0163907308891753,0.017855620185453162,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.67554753703456,0.9804948754498739,0.01725584965835022,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.772503006914722,0.9447815467524094,0.016627448096760564,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.8692806372181447,0.9061572446763719,0.015993555628141986,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,2.96593377447594,0.8871842273152966,0.015595189658856288,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,3.0635297477775563,0.8597262784815148,0.0150997114198335,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,3.1614185011165015,0.830327084004395,0.014570200145868847,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,3.2589325618292024,0.8049338120109159,0.01413545403223047,0.01,0.05,0.05,1.0,500000,500000000
8.91e7,3.3562862594722063,0.7945338895232833,0.013936566283175555,0.01,0.05,0.05,1.0,500000,500000000
