timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
1.337e8,0.09731560440562248,42.53300792661033,0.600936751344577,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.14312573712117277,61.93317137081497,0.9290574885547758,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.23841581153825495,38.333475246064516,0.6086647446279139,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.33485311057702105,19.36806224548075,0.31002690091208357,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.4343952690516561,10.588749611494938,0.16746512156565477,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.5358233857687565,7.07905843241271,0.11254383055987563,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.6339063392655175,5.24458701015885,0.08303799301429142,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.7277837832062057,3.8789993065063797,0.0618103196971639,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.8259376414919914,3.3520200261676463,0.052773580929303586,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,0.9243210918481215,2.8229584449523917,0.04425467878082345,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.022182801803496,2.4568844718688148,0.038689513726322934,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.1173471327217428,2.3597784826063615,0.03696138749639384,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.213688464411393,2.0002920335764465,0.03141324611668821,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.313273450527723,1.9192468786646355,0.02999468069233066,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.4107318949698813,1.7700747813589885,0.027809057650241685,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.506640864861161,1.667654637561455,0.02635215079596323,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.6034451523315203,1.5798622645317693,0.025019683618038625,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.7014414145142422,1.4988763640849672,0.023617822743035366,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.7987265555996903,1.4244183466462346,0.022457213435993485,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.8957888248253194,1.3691114117740701,0.02167742485027285,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,1.9943789369970213,1.2995876572179688,0.020476560925952774,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.0914301624586282,1.2448097988251932,0.019628262346985205,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.187082507395002,1.1944573365277056,0.018864762252077696,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.2849417235593523,1.1362239271150534,0.017900408229589902,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.382710404909207,1.0911450683911723,0.017179287738617877,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.4799731415277058,1.0432204782934347,0.016484787548777236,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.5776972027758394,0.9907834621632876,0.015585051942089692,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.67554753703456,0.9766802760502584,0.015372989155431654,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.772503006914722,0.9416010426701711,0.014840531574107812,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.8692806372181447,0.9158385726744,0.014437469879659551,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,2.96593377447594,0.8990215763748083,0.014136412971381651,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.0635297477775563,0.8594077623222833,0.013552329913268785,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.1614185011165015,0.8258398171398549,0.013007990426511165,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.2589325618292024,0.8051959269356285,0.012655178856027918,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.3562862594722063,0.7847133560125196,0.01235783620509193,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.453757438034321,0.7702672198811671,0.012133820209652644,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.551161144114627,0.7454899646372017,0.011726297435721192,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.6478625652505854,0.7333494453240275,0.011544525956097113,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.7451440320694656,0.7147245158843922,0.011253408965782283,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.8426210059407913,0.7066183382340672,0.011123489527445376,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,3.9395947445724304,0.6821354738486771,0.010727755470187231,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.037095535211362,0.6739269935768369,0.01063173816037325,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.134549388617974,0.6615403938427937,0.010422998914979126,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.232215552445368,0.6597077223483915,0.010403956823573694,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.330103843164631,0.6438775907836384,0.010163001405942835,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.427361922080238,0.638675894563227,0.010059972629837214,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.524137645996126,0.6362701110619893,0.01002481281799171,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.621068005352794,0.633397329533844,0.009991010874456037,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.718398679508387,0.6291927151621677,0.009918347018457379,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.815930194097771,0.6349494202858397,0.010008009827999837,0.01,0.05,0.05,1.0,500000,500000000
1.337e8,4.913344955822582,0.6385729645931775,0.010065831614018422,0.01,0.05,0.05,1.0,500000,500000000
